N	V	V1
5754000	187383	102316
5755000	187396	102323
5756000	187415	102332
5757000	187435	102343
5758000	187451	102353
5759000	187464	102354
5760000	187485	102369
5761000	187504	102381
5762000	187525	102395
5763000	187533	102396
5764000	187545	102399
5765000	187567	102411
5766000	187579	102419
5767000	187593	102424
5768000	187606	102426
5769000	187616	102431
5770000	187639	102446
5771000	187653	102452
5772000	187672	102466
5773000	187691	102473
5774000	187706	102484
5775000	187724	102497
5776000	187744	102505
5777000	187754	102506
5778000	187801	102541
5779000	187826	102554
5780000	187841	102564
5781000	187874	102594
5782000	187898	102613
5783000	187911	102617
5784000	187926	102623
5785000	187942	102634
5786000	187964	102647
5787000	187986	102665
5788000	188003	102679
5789000	188018	102688
5790000	188038	102700
5791000	188056	102709
5792000	188075	102723
5793000	188106	102748
5794000	188128	102764
5795000	188146	102774
5796000	188158	102780
5797000	188171	102790
5798000	188182	102796
5799000	188192	102800
5800000	188203	102805
5801000	188212	102809
5802000	188233	102827
5803000	188242	102832
5804000	188251	102835
5805000	188252	102835
5806000	188252	102834
5807000	188252	102833
5808000	188252	102832
5809000	188252	102832
5810000	188257	102836
5811000	188286	102851
5812000	188302	102857
5813000	188315	102864
5814000	188341	102883
5815000	188362	102898
5816000	188384	102913
5817000	188406	102927
5818000	188419	102929
5819000	188429	102930
5820000	188442	102936
5821000	188455	102942
5822000	188466	102950
5823000	188481	102961
5824000	188506	102976
5825000	188516	102983
5826000	188533	102994
5827000	188553	103004
5828000	188569	103013
5829000	188592	103028
5830000	188606	103035
5831000	188622	103046
5832000	188645	103062
5833000	188671	103081
5834000	188689	103089
5835000	188701	103098
5836000	188718	103110
5837000	188741	103124
5838000	188750	103130
5839000	188758	103135
5840000	188767	103136
5841000	188782	103143
5842000	188796	103151
5843000	188808	103158
5844000	188831	103173
5845000	188859	103190
5846000	188886	103210
5847000	188911	103231
5848000	188931	103239
5849000	188958	103256
5850000	188973	103261
5851000	189000	103281
5852000	189018	103293
5853000	189051	103322
5854000	189071	103333
5855000	189084	103340
5856000	189100	103352
5857000	189110	103356
5858000	189120	103361
5859000	189139	103376
5860000	189162	103391
5861000	189171	103393
5862000	189181	103395
5863000	189200	103407
5864000	189221	103422
5865000	189239	103430
5866000	189261	103444
5867000	189275	103451
5868000	189292	103460
5869000	189308	103470
5870000	189335	103492
5871000	189358	103510
5872000	189376	103524
5873000	189395	103533
5874000	189410	103538
5875000	189424	103548
5876000	189439	103560
5877000	189458	103577
5878000	189482	103591
5879000	189497	103596
5880000	189519	103613
5881000	189538	103629
5882000	189562	103645
5883000	189575	103647
5884000	189599	103661
5885000	189616	103672
5886000	189638	103685
5887000	189664	103700
5888000	189690	103721
5889000	189715	103736
5890000	189730	103746
5891000	189758	103765
5892000	189773	103773
5893000	189782	103775
5894000	189800	103788
5895000	189824	103805
5896000	189841	103809
5897000	189859	103815
5898000	189873	103821
5899000	189891	103836
5900000	189908	103847
5901000	189931	103860
5902000	189951	103867
5903000	189978	103885
5904000	189987	103890
5905000	189997	103894
5906000	190006	103898
5907000	190019	103907
5908000	190034	103917
5909000	190048	103926
5910000	190060	103931
5911000	190065	103931
5912000	190079	103941
5913000	190092	103951
5914000	190113	103964
5915000	190135	103977
5916000	190173	103997
5917000	190207	104023
5918000	190244	104048
5919000	190263	104060
5920000	190283	104073
5921000	190293	104078
5922000	190300	104081
5923000	190303	104083
5924000	190313	104089
5925000	190331	104102
5926000	190343	104106
5927000	190366	104123
5928000	190378	104125
5929000	190400	104139
5930000	190415	104145
5931000	190435	104160
5932000	190448	104161
5933000	190472	104181
5934000	190495	104198
5935000	190512	104207
5936000	190539	104227
5937000	190558	104238
5938000	190577	104250
5939000	190594	104262
5940000	190610	104272
5941000	190635	104290
5942000	190647	104296
5943000	190677	104321
5944000	190686	104313
5945000	190707	104320
5946000	190724	104330
5947000	190741	104343
5948000	190755	104350
5949000	190765	104357
5950000	190777	104366
5951000	190795	104382
5952000	190820	104403
5953000	190833	104412
5954000	190843	104418
5955000	190857	104426
5956000	190866	104428
5957000	190880	104432
5958000	190912	104452
5959000	190934	104464
5960000	190959	104480
5961000	190987	104493
5962000	191012	104508
5963000	191030	104514
5964000	191049	104528
5965000	191060	104532
5966000	191081	104543
5967000	191101	104552
5968000	191121	104564
5969000	191142	104578
5970000	191150	104584
5971000	191158	104586
5972000	191180	104605
5973000	191211	104627
5974000	191242	104641
5975000	191263	104654
5976000	191294	104669
5977000	191314	104679
5978000	191345	104696
5979000	191363	104705
5980000	191385	104717
5981000	191406	104726
5982000	191427	104735
5983000	191443	104749
5984000	191455	104758
5985000	191469	104767
5986000	191489	104782
5987000	191509	104793
5988000	191530	104808
5989000	191545	104819
5990000	191566	104833
5991000	191577	104840
5992000	191588	104846
5993000	191609	104859
5994000	191630	104873
5995000	191656	104895
5996000	191675	104907
5997000	191700	104927
5998000	191727	104943
5999000	191742	104949
6000000	191753	104957
6001000	191781	104978
6002000	191803	104997
6003000	191822	105010
6004000	191839	105020
6005000	191859	105035
6006000	191871	105046
6007000	191882	105050
6008000	191901	105061
6009000	191919	105070
6010000	191937	105085
6011000	191960	105102
6012000	191977	105109
6013000	191991	105114
6014000	192009	105123
6015000	192025	105134
6016000	192038	105143
6017000	192059	105160
6018000	192074	105171
6019000	192091	105177
6020000	192108	105189
6021000	192127	105205
6022000	192143	105218
6023000	192165	105228
6024000	192181	105238
6025000	192192	105242
6026000	192205	105252
6027000	192217	105263
6028000	192233	105275
6029000	192241	105279
6030000	192252	105288
6031000	192270	105294
6032000	192290	105307
6033000	192316	105327
6034000	192326	105333
6035000	192339	105340
6036000	192358	105351
6037000	192376	105364
6038000	192394	105375
6039000	192409	105383
6040000	192430	105394
6041000	192453	105409
6042000	192473	105423
6043000	192485	105429
6044000	192496	105433
6045000	192509	105437
6046000	192528	105448
6047000	192550	105466
6048000	192559	105468
6049000	192569	105468
6050000	192591	105486
6051000	192605	105496
6052000	192626	105509
6053000	192640	105518
6054000	192653	105525
6055000	192669	105537
6056000	192678	105541
6057000	192693	105549
6058000	192709	105561
6059000	192741	105581
6060000	192764	105594
6061000	192786	105611
6062000	192807	105627
6063000	192825	105637
6064000	192880	105666
6065000	192957	105699
6066000	193019	105737
6067000	193073	105757
6068000	193130	105792
6069000	193171	105810
6070000	193213	105833
6071000	193236	105846
6072000	193263	105857
6073000	193299	105879
6074000	193329	105894
6075000	193357	105902
6076000	193387	105922
6077000	193408	105932
6078000	193438	105949
6079000	193453	105951
6080000	193478	105965
6081000	193501	105974
6082000	193525	105989
6083000	193563	106016
6084000	193609	106052
6085000	193662	106090
6086000	193683	106086
6087000	193695	106084
6088000	193712	106093
6089000	193734	106102
6090000	193773	106121
6091000	193803	106139
6092000	193828	106149
6093000	193844	106150
6094000	193867	106165
6095000	193909	106187
6096000	193934	106199
6097000	193959	106208
6098000	194001	106221
6099000	194036	106235
6100000	194088	106270
6101000	194127	106297
6102000	194156	106307
6103000	194186	106323
6104000	194208	106335
6105000	194231	106340
6106000	194265	106368
6107000	194291	106384
6108000	194316	106398
6109000	194338	106411
6110000	194351	106412
6111000	194364	106415
6112000	194394	106422
6113000	194428	106447
6114000	194466	106468
6115000	194485	106472
6116000	194511	106484
6117000	194546	106500
6118000	194570	106502
6119000	194590	106513
6120000	194608	106528
6121000	194623	106535
6122000	194636	106538
6123000	194656	106553
6124000	194670	106556
6125000	194690	106570
6126000	194706	106581
6127000	194723	106594
6128000	194734	106598
6129000	194742	106603
6130000	194755	106610
6131000	194777	106625
6132000	194792	106635
6133000	194805	106641
6134000	194815	106644
6135000	194828	106652
6136000	194841	106661
6137000	194855	106674
6138000	194872	106685
6139000	194888	106700
6140000	194901	106711
6141000	194918	106726
6142000	194933	106736
6143000	194946	106737
6144000	194959	106745
6145000	194974	106757
6146000	194988	106767
6147000	195001	106778
6148000	195017	106791
6149000	195024	106792
6150000	195037	106800
6151000	195042	106801
6152000	195050	106809
6153000	195066	106821
6154000	195080	106832
6155000	195092	106837
6156000	195100	106841
6157000	195109	106847
6158000	195118	106850
6159000	195131	106860
6160000	195142	106868
6161000	195155	106877
6162000	195167	106885
6163000	195176	106893
6164000	195186	106899
6165000	195191	106898
6166000	195201	106906
6167000	195209	106909
6168000	195218	106916
6169000	195226	106919
6170000	195235	106924
6171000	195248	106934
6172000	195269	106943
6173000	195289	106959
6174000	195307	106967
6175000	195331	106987
6176000	195348	106997
6177000	195364	107004
6178000	195379	107011
6179000	195401	107028
6180000	195425	107046
6181000	195452	107070
6182000	195469	107079
6183000	195498	107100
6184000	195520	107117
6185000	195537	107130
6186000	195558	107140
6187000	195580	107152
6188000	195618	107179
6189000	195648	107199
6190000	195681	107221
6191000	195706	107232
6192000	195740	107253
6193000	195769	107269
6194000	195792	107284
6195000	195810	107293
6196000	195835	107309
6197000	195858	107322
6198000	195877	107333
6199000	195901	107350
6200000	195927	107370
6201000	195953	107387
6202000	195974	107403
6203000	195994	107415
6204000	196013	107427
6205000	196033	107440
6206000	196051	107454
6207000	196080	107474
6208000	196104	107485
6209000	196127	107500
6210000	196151	107517
6211000	196177	107534
6212000	196195	107542
6213000	196213	107552
6214000	196238	107572
6215000	196258	107588
6216000	196284	107609
6217000	196303	107622
6218000	196315	107628
6219000	196340	107643
6220000	196355	107653
6221000	196365	107662
6222000	196373	107664
6223000	196391	107679
6224000	196408	107687
6225000	196421	107695
6226000	196437	107707
6227000	196446	107713
6228000	196451	107712
6229000	196464	107718
6230000	196486	107733
6231000	196498	107740
6232000	196512	107746
6233000	196530	107756
6234000	196545	107765
6235000	196550	107769
6236000	196550	107769
6237000	196550	107769
6238000	196550	107769
6239000	196550	107769
6240000	196550	107769
6241000	196550	107769
6242000	196550	107769
6243000	196550	107769
6244000	196550	107769
6245000	196550	107769
6246000	196550	107769
6247000	196550	107769
6248000	196550	107769
6249000	196550	107769
6250000	196550	107769
6251000	196550	107769
6252000	196550	107769
6253000	196559	107777
6254000	196576	107788
6255000	196594	107803
6256000	196614	107818
6257000	196626	107826
6258000	196648	107843
6259000	196663	107851
6260000	196673	107851
6261000	196682	107855
6262000	196696	107865
6263000	196720	107879
6264000	196745	107893
6265000	196755	107895
6266000	196775	107903
6267000	196799	107923
6268000	196819	107936
6269000	196833	107946
6270000	196852	107959
6271000	196874	107972
6272000	196893	107984
6273000	196902	107992
6274000	196921	108005
6275000	196933	108014
6276000	196944	108021
6277000	196958	108031
6278000	196969	108037
6279000	196977	108041
6280000	196995	108057
6281000	197024	108073
6282000	197040	108082
6283000	197046	108079
6284000	197061	108086
6285000	197096	108108
6286000	197112	108117
6287000	197124	108124
6288000	197146	108134
6289000	197173	108150
6290000	197188	108158
6291000	197207	108169
6292000	197222	108179
6293000	197242	108190
6294000	197266	108207
6295000	197294	108222
6296000	197310	108234
6297000	197327	108243
6298000	197339	108246
6299000	197356	108253
6300000	197378	108270
6301000	197398	108285
6302000	197416	108294
6303000	197435	108303
6304000	197450	108315
6305000	197467	108320
6306000	197476	108322
6307000	197499	108340
6308000	197509	108342
6309000	197519	108348
6310000	197535	108359
6311000	197550	108369
6312000	197561	108373
6313000	197585	108391
6314000	197602	108403
6315000	197620	108418
6316000	197631	108421
6317000	197647	108435
6318000	197659	108442
6319000	197675	108453
6320000	197690	108465
6321000	197703	108472
6322000	197722	108485
6323000	197735	108494
6324000	197751	108507
6325000	197768	108516
6326000	197791	108528
6327000	197822	108555
6328000	197836	108557
6329000	197860	108576
6330000	197886	108593
6331000	197902	108601
6332000	197915	108605
6333000	197939	108624
6334000	197957	108635
6335000	197974	108645
6336000	197996	108660
6337000	198024	108677
6338000	198061	108703
6339000	198090	108723
6340000	198106	108734
6341000	198127	108743
6342000	198153	108760
6343000	198172	108774
6344000	198188	108781
6345000	198216	108798
6346000	198236	108812
6347000	198255	108823
6348000	198269	108829
6349000	198281	108833
6350000	198294	108840
6351000	198311	108853
6352000	198327	108864
6353000	198347	108879
6354000	198361	108880
6355000	198376	108888
6356000	198395	108900
6357000	198413	108902
6358000	198432	108914
6359000	198439	108916
6360000	198463	108933
6361000	198484	108945
6362000	198506	108955
6363000	198521	108966
6364000	198532	108973
6365000	198551	108985
6366000	198564	108994
6367000	198578	109004
6368000	198592	109011
6369000	198602	109017
6370000	198629	109031
6371000	198640	109034
6372000	198654	109044
6373000	198667	109054
6374000	198681	109065
6375000	198695	109075
6376000	198715	109090
6377000	198729	109102
6378000	198743	109112
6379000	198756	109115
6380000	198776	109132
6381000	198793	109144
6382000	198809	109153
6383000	198819	109156
6384000	198832	109166
6385000	198844	109173
6386000	198864	109185
6387000	198878	109192
6388000	198896	109204
6389000	198920	109222
6390000	198940	109239
6391000	198963	109256
6392000	198984	109264
6393000	199002	109277
6394000	199015	109283
6395000	199027	109285
6396000	199047	109289
6397000	199067	109299
6398000	199086	109311
6399000	199102	109323
6400000	199120	109328
6401000	199141	109344
6402000	199161	109355
6403000	199177	109367
6404000	199196	109383
6405000	199226	109405
6406000	199250	109421
6407000	199267	109430
6408000	199284	109441
6409000	199293	109447
6410000	199308	109456
6411000	199326	109469
6412000	199338	109472
6413000	199358	109487
6414000	199380	109497
6415000	199399	109506
6416000	199417	109519
6417000	199429	109527
6418000	199440	109532
6419000	199464	109552
6420000	199471	109552
6421000	199484	109560
6422000	199500	109570
6423000	199515	109577
6424000	199526	109584
6425000	199547	109593
6426000	199562	109606
6427000	199577	109616
6428000	199595	109630
6429000	199623	109649
6430000	199647	109665
6431000	199667	109677
6432000	199683	109683
6433000	199695	109689
6434000	199711	109699
6435000	199729	109715
6436000	199751	109733
6437000	199759	109732
6438000	199765	109735
6439000	199779	109741
6440000	199798	109754
6441000	199817	109768
6442000	199825	109773
6443000	199841	109780
6444000	199865	109795
6445000	199879	109807
6446000	199895	109817
6447000	199905	109824
6448000	199927	109838
6449000	199944	109850
6450000	199960	109863
6451000	199974	109870
6452000	199988	109878
6453000	200009	109897
6454000	200029	109907
6455000	200043	109909
6456000	200053	109915
6457000	200071	109927
6458000	200091	109942
6459000	200105	109955
6460000	200122	109969
6461000	200136	109978
6462000	200158	109995
6463000	200175	110008
6464000	200193	110020
6465000	200215	110034
6466000	200243	110059
6467000	200268	110080
6468000	200286	110091
6469000	200296	110100
6470000	200311	110112
6471000	200324	110120
6472000	200351	110138
6473000	200373	110150
6474000	200393	110162
6475000	200406	110166
6476000	200424	110180
6477000	200445	110186
6478000	200464	110197
6479000	200489	110212
6480000	200504	110218
6481000	200532	110240
6482000	200550	110252
6483000	200569	110264
6484000	200585	110275
6485000	200603	110283
6486000	200615	110290
6487000	200632	110302
6488000	200650	110314
6489000	200661	110320
6490000	200679	110334
6491000	200697	110346
6492000	200712	110360
6493000	200721	110366
6494000	200738	110377
6495000	200750	110383
6496000	200768	110394
6497000	200792	110411
6498000	200811	110426
6499000	200833	110443
6500000	200852	110460
6501000	200876	110480
6502000	200891	110488
6503000	200906	110502
6504000	200932	110520
6505000	200951	110529
6506000	200973	110543
6507000	200984	110547
6508000	201003	110558
6509000	201020	110570
6510000	201034	110580
6511000	201045	110586
6512000	201062	110596
6513000	201078	110607
6514000	201090	110611
6515000	201105	110615
6516000	201117	110619
6517000	201135	110632
6518000	201149	110637
6519000	201166	110650
6520000	201183	110662
6521000	201196	110671
6522000	201207	110675
6523000	201219	110678
6524000	201239	110693
6525000	201254	110701
6526000	201262	110701
6527000	201277	110710
6528000	201288	110714
6529000	201305	110727
6530000	201320	110738
6531000	201332	110744
6532000	201343	110749
6533000	201369	110768
6534000	201381	110771
6535000	201399	110781
6536000	201421	110790
6537000	201441	110798
6538000	201458	110805
6539000	201475	110822
6540000	201495	110834
6541000	201525	110852
6542000	201537	110855
6543000	201550	110863
6544000	201561	110869
6545000	201579	110882
6546000	201608	110903
6547000	201640	110925
6548000	201667	110934
6549000	201689	110943
6550000	201715	110959
6551000	201744	110975
6552000	201768	110988
6553000	201783	111001
6554000	201798	111010
6555000	201810	111019
6556000	201810	111019
6557000	201810	111019
6558000	201810	111019
6559000	201810	111019
6560000	201813	111020
6561000	201825	111023
6562000	201841	111029
6563000	201859	111039
6564000	201868	111044
6565000	201878	111050
6566000	201878	111049
6567000	201880	111051
6568000	201881	111051
6569000	201883	111053
6570000	201884	111052
6571000	201887	111050
6572000	201897	111054
6573000	201919	111072
6574000	201953	111089
6575000	201980	111103
6576000	202015	111126
6577000	202042	111140
6578000	202063	111149
6579000	202079	111160
6580000	202097	111165
6581000	202125	111186
6582000	202150	111199
6583000	202175	111214
6584000	202193	111219
6585000	202221	111234
6586000	202246	111252
6587000	202277	111270
6588000	202303	111286
6589000	202334	111305
6590000	202357	111320
6591000	202383	111341
6592000	202403	111354
6593000	202428	111375
6594000	202448	111381
6595000	202460	111386
6596000	202487	111403
6597000	202504	111407
6598000	202519	111415
6599000	202540	111427
6600000	202561	111439
6601000	202579	111447
6602000	202590	111447
6603000	202608	111460
6604000	202624	111468
6605000	202644	111481
6606000	202654	111486
6607000	202679	111507
6608000	202697	111517
6609000	202711	111524
6610000	202736	111545
6611000	202752	111556
6612000	202770	111568
6613000	202790	111581
6614000	202819	111604
6615000	202844	111617
6616000	202872	111638
6617000	202897	111651
6618000	202919	111662
6619000	202955	111690
6620000	202988	111714
6621000	203015	111736
6622000	203031	111747
6623000	203060	111767
6624000	203095	111783
6625000	203124	111803
6626000	203155	111821
6627000	203183	111839
6628000	203213	111860
6629000	203233	111872
6630000	203257	111886
6631000	203285	111903
6632000	203302	111909
6633000	203327	111931
6634000	203343	111945
6635000	203360	111956
6636000	203388	111977
6637000	203404	111982
6638000	203423	111995
6639000	203443	111999
6640000	203455	112005
6641000	203478	112023
6642000	203507	112046
6643000	203519	112056
6644000	203524	112050
6645000	203537	112061
6646000	203547	112067
6647000	203567	112083
6648000	203582	112095
6649000	203608	112116
6650000	203632	112131
6651000	203642	112136
6652000	203655	112145
6653000	203678	112160
6654000	203688	112166
6655000	203706	112178
6656000	203724	112191
6657000	203739	112200
6658000	203753	112207
6659000	203772	112217
6660000	203792	112229
6661000	203805	112240
6662000	203815	112248
6663000	203829	112256
6664000	203844	112268
6665000	203860	112276
6666000	203872	112285
6667000	203893	112302
6668000	203907	112310
6669000	203922	112317
6670000	203941	112328
6671000	203956	112338
6672000	203971	112349
6673000	204001	112371
6674000	204024	112385
6675000	204051	112397
6676000	204084	112419
6677000	204107	112432
6678000	204128	112440
6679000	204147	112454
6680000	204181	112478
6681000	204204	112487
6682000	204232	112509
6683000	204252	112521
6684000	204278	112537
6685000	204301	112551
6686000	204320	112555
6687000	204351	112577
6688000	204382	112592
6689000	204400	112603
6690000	204419	112611
6691000	204436	112617
6692000	204461	112638
6693000	204488	112659
6694000	204508	112670
6695000	204526	112684
6696000	204544	112693
6697000	204557	112702
6698000	204576	112716
6699000	204603	112740
6700000	204626	112759
6701000	204647	112774
6702000	204678	112797
6703000	204701	112814
6704000	204724	112827
6705000	204747	112839
6706000	204775	112863
6707000	204808	112889
6708000	204828	112902
6709000	204856	112921
6710000	204881	112936
6711000	204903	112952
6712000	204920	112964
6713000	204935	112974
6714000	204974	113004
6715000	204998	113019
6716000	205019	113034
6717000	205039	113045
6718000	205059	113057
6719000	205076	113057
6720000	205098	113072
6721000	205122	113084
6722000	205143	113096
6723000	205154	113103
6724000	205176	113119
6725000	205205	113137
6726000	205218	113140
6727000	205238	113147
6728000	205256	113155
6729000	205278	113168
6730000	205301	113180
6731000	205319	113191
6732000	205335	113195
6733000	205370	113224
6734000	205396	113243
6735000	205414	113250
6736000	205428	113250
6737000	205447	113260
6738000	205466	113271
6739000	205491	113293
6740000	205522	113310
6741000	205543	113325
6742000	205571	113344
6743000	205610	113372
6744000	205631	113380
6745000	205659	113400
6746000	205682	113416
6747000	205707	113434
6748000	205718	113438
6749000	205742	113452
6750000	205758	113462
6751000	205787	113479
6752000	205803	113489
6753000	205830	113512
6754000	205856	113530
6755000	205880	113543
6756000	205904	113555
6757000	205928	113572
6758000	205945	113584
6759000	205973	113604
6760000	205990	113612
6761000	206020	113633
6762000	206042	113650
6763000	206075	113677
6764000	206091	113687
6765000	206114	113704
6766000	206123	113709
6767000	206135	113715
6768000	206160	113732
6769000	206185	113749
6770000	206217	113774
6771000	206241	113787
6772000	206261	113803
6773000	206269	113803
6774000	206291	113814
6775000	206307	113826
6776000	206327	113839
6777000	206339	113843
6778000	206348	113845
6779000	206366	113859
6780000	206386	113873
6781000	206402	113879
6782000	206417	113886
6783000	206435	113898
6784000	206453	113906
6785000	206475	113920
6786000	206512	113951
6787000	206542	113970
6788000	206565	113985
6789000	206593	114003
6790000	206609	114013
6791000	206628	114025
6792000	206648	114033
6793000	206669	114041
6794000	206687	114053
6795000	206702	114057
6796000	206728	114077
6797000	206754	114098
6798000	206768	114105
6799000	206788	114119
6800000	206809	114128
6801000	206828	114132
6802000	206856	114147
6803000	206883	114164
6804000	206906	114180
6805000	206924	114191
6806000	206956	114213
6807000	206982	114235
6808000	206996	114244
6809000	207016	114259
6810000	207026	114266
6811000	207049	114280
6812000	207069	114289
6813000	207084	114300
6814000	207105	114315
6815000	207120	114328
6816000	207140	114347
6817000	207156	114352
6818000	207166	114352
6819000	207183	114363
6820000	207211	114388
6821000	207234	114406
6822000	207246	114411
6823000	207262	114423
6824000	207282	114439
6825000	207286	114435
6826000	207300	114443
6827000	207314	114453
6828000	207326	114454
6829000	207336	114459
6830000	207356	114469
6831000	207374	114479
6832000	207399	114498
6833000	207410	114506
6834000	207434	114523
6835000	207449	114530
6836000	207469	114541
6837000	207483	114547
6838000	207504	114560
6839000	207532	114579
6840000	207557	114598
6841000	207575	114611
6842000	207597	114624
6843000	207613	114633
6844000	207639	114645
6845000	207668	114666
6846000	207676	114665
6847000	207681	114667
6848000	207696	114675
6849000	207707	114680
6850000	207715	114686
6851000	207731	114697
6852000	207744	114705
6853000	207756	114712
6854000	207774	114724
6855000	207786	114732
6856000	207799	114741
6857000	207816	114745
6858000	207857	114770
6859000	207896	114797
6860000	207916	114807
6861000	207930	114817
6862000	207942	114823
6863000	207960	114832
6864000	207986	114850
6865000	208003	114855
6866000	208017	114860
6867000	208033	114871
6868000	208039	114874
6869000	208057	114883
6870000	208073	114889
6871000	208093	114900
6872000	208112	114912
6873000	208121	114915
6874000	208149	114943
6875000	208161	114950
6876000	208176	114960
6877000	208191	114970
6878000	208218	114992
6879000	208228	114999
6880000	208249	115012
6881000	208279	115035
6882000	208295	115048
6883000	208314	115064
6884000	208326	115068
6885000	208344	115083
6886000	208357	115094
6887000	208370	115096
6888000	208389	115111
6889000	208406	115120
6890000	208415	115123
6891000	208427	115129
6892000	208449	115150
6893000	208464	115161
6894000	208492	115183
6895000	208514	115199
6896000	208542	115218
6897000	208573	115239
6898000	208593	115252
6899000	208622	115271
6900000	208645	115287
6901000	208667	115295
6902000	208695	115317
6903000	208719	115335
6904000	208752	115354
6905000	208779	115367
6906000	208809	115392
6907000	208826	115401
6908000	208852	115421
6909000	208874	115432
6910000	208891	115444
6911000	208912	115461
6912000	208929	115468
6913000	208948	115480
6914000	208973	115498
6915000	208990	115512
6916000	209019	115535
6917000	209031	115540
6918000	209046	115551
6919000	209062	115562
6920000	209082	115576
6921000	209103	115589
6922000	209117	115595
6923000	209130	115605
6924000	209143	115614
6925000	209159	115626
6926000	209182	115644
6927000	209200	115652
6928000	209212	115655
6929000	209224	115659
6930000	209240	115671
6931000	209259	115684
6932000	209275	115696
6933000	209291	115711
6934000	209311	115726
6935000	209326	115734
6936000	209341	115745
6937000	209360	115758
6938000	209380	115771
6939000	209392	115773
6940000	209409	115784
6941000	209430	115798
6942000	209452	115814
6943000	209473	115822
6944000	209489	115834
6945000	209511	115850
6946000	209528	115860
6947000	209547	115876
6948000	209563	115886
6949000	209577	115896
6950000	209597	115912
6951000	209609	115920
6952000	209624	115930
6953000	209646	115946
6954000	209673	115965
6955000	209696	115983
6956000	209714	115998
6957000	209717	116000
6958000	209730	116007
6959000	209748	116021
6960000	209761	116025
6961000	209770	116027
6962000	209777	116027
6963000	209789	116032
6964000	209820	116056
6965000	209848	116075
6966000	209881	116096
6967000	209919	116127
6968000	209956	116156
6969000	209992	116186
6970000	210020	116197
6971000	210049	116222
6972000	210083	116243
6973000	210099	116255
6974000	210126	116270
6975000	210153	116276
6976000	210210	116299
6977000	210249	116311
6978000	210278	116331
6979000	210301	116347
6980000	210321	116363
6981000	210344	116381
6982000	210373	116402
6983000	210400	116423
6984000	210422	116436
6985000	210437	116442
6986000	210452	116451
6987000	210471	116460
6988000	210494	116478
6989000	210516	116485
6990000	210546	116503
6991000	210576	116523
6992000	210607	116545
6993000	210625	116545
6994000	210653	116561
6995000	210683	116582
6996000	210725	116607
6997000	210754	116626
6998000	210782	116649
6999000	210815	116668
7000000	210837	116676
7001000	210856	116683
7002000	210871	116692
7003000	210886	116701
7004000	210905	116713
7005000	210915	116715
7006000	210938	116733
7007000	210960	116742
7008000	210976	116745
7009000	210997	116759
7010000	211015	116767
7011000	211026	116776
7012000	211039	116780
7013000	211043	116781
7014000	211054	116785
7015000	211066	116787
7016000	211078	116791
7017000	211092	116799
7018000	211107	116810
7019000	211115	116811
7020000	211131	116820
7021000	211138	116823
7022000	211154	116834
7023000	211162	116838
7024000	211179	116848
7025000	211195	116857
7026000	211218	116869
7027000	211240	116889
7028000	211265	116908
7029000	211287	116923
7030000	211309	116940
7031000	211333	116957
7032000	211354	116973
7033000	211363	116978
7034000	211387	116999
7035000	211403	117008
7036000	211418	117019
7037000	211434	117024
7038000	211453	117038
7039000	211470	117048
7040000	211485	117059
7041000	211501	117067
7042000	211515	117077
7043000	211532	117085
7044000	211539	117090
7045000	211549	117096
7046000	211558	117100
7047000	211565	117107
7048000	211575	117109
7049000	211600	117129
7050000	211620	117140
7051000	211632	117146
7052000	211641	117150
7053000	211653	117160
7054000	211663	117167
7055000	211676	117175
7056000	211695	117189
7057000	211721	117210
7058000	211741	117221
7059000	211757	117224
7060000	211774	117236
7061000	211782	117241
7062000	211798	117251
7063000	211817	117262
7064000	211833	117275
7065000	211851	117288
7066000	211879	117307
7067000	211895	117320
7068000	211911	117334
7069000	211928	117341
7070000	211946	117348
7071000	211968	117361
7072000	211993	117379
7073000	212023	117406
7074000	212040	117416
7075000	212049	117418
7076000	212061	117425
7077000	212076	117436
7078000	212091	117447
7079000	212100	117451
7080000	212108	117456
7081000	212117	117464
7082000	212130	117471
7083000	212141	117480
7084000	212147	117483
7085000	212155	117487
7086000	212171	117501
7087000	212183	117508
7088000	212195	117516
7089000	212205	117520
7090000	212224	117534
7091000	212233	117540
7092000	212248	117549
7093000	212265	117557
7094000	212282	117567
7095000	212291	117569
7096000	212301	117575
7097000	212321	117589
7098000	212339	117604
7099000	212356	117618
7100000	212370	117629
7101000	212380	117636
7102000	212401	117654
7103000	212417	117669
7104000	212427	117674
7105000	212444	117686
7106000	212454	117691
7107000	212469	117699
7108000	212493	117717
7109000	212508	117724
7110000	212534	117740
7111000	212552	117754
7112000	212573	117766
7113000	212596	117779
7114000	212628	117803
7115000	212647	117815
7116000	212670	117830
7117000	212686	117834
7118000	212709	117854
7119000	212733	117871
7120000	212749	117882
7121000	212767	117895
7122000	212791	117911
7123000	212812	117923
7124000	212833	117938
7125000	212858	117959
7126000	212876	117973
7127000	212898	117984
7128000	212920	117998
7129000	212947	118018
7130000	212975	118037
7131000	212980	118040
7132000	212993	118051
7133000	213011	118062
7134000	213024	118066
7135000	213037	118075
7136000	213050	118085
7137000	213066	118096
7138000	213080	118105
7139000	213101	118119
7140000	213121	118133
7141000	213127	118134
7142000	213141	118144
7143000	213160	118161
7144000	213180	118171
7145000	213199	118186
7146000	213224	118203
7147000	213237	118213
7148000	213253	118224
7149000	213263	118227
7150000	213282	118241
7151000	213309	118259
7152000	213327	118270
