N	V	V1
1491000	75199	30534
1492000	75234	30540
1493000	75257	30551
1494000	75284	30561
1495000	75318	30575
1496000	75351	30591
1497000	75395	30612
1498000	75424	30627
1499000	75462	30644
1500000	75503	30659
1501000	75527	30659
1502000	75574	30688
1503000	75605	30697
1504000	75638	30715
1505000	75663	30718
1506000	75731	30755
1507000	75775	30785
1508000	75790	30791
1509000	75823	30811
1510000	75852	30828
1511000	75877	30840
1512000	75912	30859
1513000	75924	30858
1514000	75944	30867
1515000	75974	30888
1516000	76014	30896
1517000	76050	30913
1518000	76093	30945
1519000	76131	30953
1520000	76172	30967
1521000	76231	31003
1522000	76299	31037
1523000	76327	31041
1524000	76343	31045
1525000	76379	31061
1526000	76404	31061
1527000	76427	31061
1528000	76463	31081
1529000	76485	31086
1530000	76508	31092
1531000	76528	31091
1532000	76566	31117
1533000	76591	31125
1534000	76624	31140
1535000	76648	31148
1536000	76657	31153
1537000	76709	31182
1538000	76732	31190
1539000	76781	31201
1540000	76814	31214
1541000	76851	31235
1542000	76902	31264
1543000	76959	31284
1544000	77001	31298
1545000	77040	31311
1546000	77059	31321
1547000	77118	31352
1548000	77155	31370
1549000	77189	31378
1550000	77208	31381
1551000	77236	31383
1552000	77288	31394
1553000	77328	31412
1554000	77365	31427
1555000	77383	31434
1556000	77410	31444
1557000	77443	31460
1558000	77472	31468
1559000	77519	31497
1560000	77544	31504
1561000	77565	31513
1562000	77601	31527
1563000	77646	31546
1564000	77674	31547
1565000	77710	31566
1566000	77739	31573
1567000	77762	31577
1568000	77777	31578
1569000	77800	31587
1570000	77827	31589
1571000	77870	31617
1572000	77908	31628
1573000	77925	31635
1574000	77957	31648
1575000	78003	31667
1576000	78049	31697
1577000	78067	31703
1578000	78102	31713
1579000	78140	31724
1580000	78182	31742
1581000	78228	31767
1582000	78293	31807
1583000	78346	31832
1584000	78390	31838
1585000	78416	31845
1586000	78471	31874
1587000	78503	31878
1588000	78540	31895
1589000	78575	31903
1590000	78612	31907
1591000	78660	31915
1592000	78691	31926
1593000	78732	31942
1594000	78788	31980
1595000	78826	31992
1596000	78870	32017
1597000	78901	32027
1598000	78937	32035
1599000	78969	32056
1600000	78990	32057
1601000	79015	32057
1602000	79033	32062
1603000	79093	32098
1604000	79114	32108
1605000	79135	32112
1606000	79191	32138
1607000	79210	32147
1608000	79258	32168
1609000	79315	32204
1610000	79347	32215
1611000	79397	32237
1612000	79432	32247
1613000	79459	32251
1614000	79496	32274
1615000	79527	32291
1616000	79550	32301
1617000	79588	32317
1618000	79633	32344
1619000	79654	32353
1620000	79692	32368
1621000	79735	32387
1622000	79771	32405
1623000	79845	32446
1624000	79868	32448
1625000	79899	32460
1626000	79923	32473
1627000	79936	32476
1628000	79949	32474
1629000	79984	32481
1630000	80010	32490
1631000	80054	32516
1632000	80098	32532
1633000	80129	32552
1634000	80152	32552
1635000	80207	32587
1636000	80235	32602
1637000	80264	32615
1638000	80297	32630
1639000	80349	32649
1640000	80393	32685
1641000	80430	32706
1642000	80461	32718
1643000	80496	32733
1644000	80529	32751
1645000	80566	32768
1646000	80593	32782
1647000	80623	32796
1648000	80647	32804
1649000	80669	32809
1650000	80708	32821
1651000	80713	32806
1652000	80725	32791
1653000	80747	32802
1654000	80775	32811
1655000	80827	32837
1656000	80853	32846
1657000	80880	32852
1658000	80930	32872
1659000	80960	32890
1660000	80994	32905
1661000	81014	32904
1662000	81031	32911
1663000	81052	32918
1664000	81085	32933
1665000	81120	32950
1666000	81149	32960
1667000	81180	32975
1668000	81197	32980
1669000	81234	33006
1670000	81257	33011
1671000	81280	33012
1672000	81304	33012
1673000	81357	33037
1674000	81426	33076
1675000	81455	33089
1676000	81482	33098
1677000	81501	33094
1678000	81533	33110
1679000	81576	33133
1680000	81606	33132
1681000	81642	33145
1682000	81662	33152
1683000	81692	33165
1684000	81709	33162
1685000	81731	33167
1686000	81759	33187
1687000	81790	33196
1688000	81806	33196
1689000	81827	33202
1690000	81844	33198
1691000	81875	33206
1692000	81896	33215
1693000	81935	33235
1694000	81976	33254
1695000	82018	33270
1696000	82064	33290
1697000	82101	33306
1698000	82154	33334
1699000	82194	33344
1700000	82249	33380
1701000	82286	33386
1702000	82322	33395
1703000	82357	33409
1704000	82399	33425
1705000	82434	33433
1706000	82482	33453
1707000	82504	33457
1708000	82511	33458
1709000	82547	33467
1710000	82572	33480
1711000	82596	33491
1712000	82686	33558
1713000	82723	33578
1714000	82740	33581
1715000	82795	33614
1716000	82840	33646
1717000	82874	33660
1718000	82904	33670
1719000	82939	33688
1720000	82969	33707
1721000	82995	33711
1722000	83024	33724
1723000	83058	33741
1724000	83089	33757
1725000	83105	33758
1726000	83138	33778
1727000	83152	33777
1728000	83177	33782
1729000	83219	33813
1730000	83243	33827
1731000	83274	33843
1732000	83296	33851
1733000	83321	33863
1734000	83358	33876
1735000	83411	33908
1736000	83461	33936
1737000	83518	33978
1738000	83524	33973
1739000	83552	33987
1740000	83569	33980
1741000	83620	34006
1742000	83658	34026
1743000	83711	34055
1744000	83742	34072
1745000	83767	34084
1746000	83803	34109
1747000	83824	34113
1748000	83855	34127
1749000	83878	34134
1750000	83887	34140
1751000	83892	34141
1752000	83901	34148
1753000	83911	34155
1754000	83924	34161
1755000	83940	34170
1756000	83959	34186
1757000	83977	34198
1758000	83982	34199
1759000	83990	34202
1760000	84005	34209
1761000	84012	34210
1762000	84023	34217
1763000	84037	34227
1764000	84069	34240
1765000	84112	34259
1766000	84139	34262
1767000	84180	34290
1768000	84212	34292
1769000	84239	34305
1770000	84262	34307
1771000	84284	34304
1772000	84316	34316
1773000	84332	34322
1774000	84338	34320
1775000	84362	34335
1776000	84388	34348
1777000	84452	34395
1778000	84494	34427
1779000	84529	34447
1780000	84546	34452
1781000	84555	34458
1782000	84565	34463
1783000	84579	34464
1784000	84593	34471
1785000	84614	34479
1786000	84655	34506
1787000	84667	34505
1788000	84684	34508
1789000	84703	34518
1790000	84718	34520
1791000	84726	34521
1792000	84743	34526
1793000	84769	34542
1794000	84775	34541
1795000	84783	34541
1796000	84814	34550
1797000	84840	34560
1798000	84876	34587
1799000	84906	34599
1800000	84940	34617
1801000	84971	34634
1802000	85005	34652
1803000	85049	34673
1804000	85095	34699
1805000	85123	34713
1806000	85141	34720
1807000	85175	34734
1808000	85202	34747
1809000	85241	34763
1810000	85258	34766
1811000	85281	34772
1812000	85322	34798
1813000	85344	34807
1814000	85371	34821
1815000	85410	34844
1816000	85431	34856
1817000	85465	34874
1818000	85498	34894
1819000	85517	34900
1820000	85544	34909
1821000	85564	34907
1822000	85577	34903
1823000	85602	34922
1824000	85622	34927
1825000	85647	34934
1826000	85670	34941
1827000	85685	34942
1828000	85712	34956
1829000	85733	34961
1830000	85757	34972
1831000	85784	34985
1832000	85811	34995
1833000	85842	35012
1834000	85864	35021
1835000	85898	35039
1836000	85933	35053
1837000	85976	35074
1838000	85999	35079
1839000	86013	35084
1840000	86039	35097
1841000	86060	35105
1842000	86090	35118
1843000	86115	35128
1844000	86142	35139
1845000	86171	35157
1846000	86198	35167
1847000	86220	35176
1848000	86244	35186
1849000	86282	35188
1850000	86313	35197
1851000	86340	35210
1852000	86372	35232
1853000	86391	35237
1854000	86432	35260
1855000	86461	35280
1856000	86481	35286
1857000	86493	35287
1858000	86519	35297
1859000	86545	35309
1860000	86578	35320
1861000	86606	35330
1862000	86633	35335
1863000	86644	35341
1864000	86662	35345
1865000	86684	35350
1866000	86698	35355
1867000	86720	35357
1868000	86739	35362
1869000	86760	35374
1870000	86779	35372
1871000	86810	35392
1872000	86842	35403
1873000	86879	35410
1874000	86898	35417
1875000	86916	35425
1876000	86930	35425
1877000	86975	35445
1878000	87006	35450
1879000	87036	35458
1880000	87051	35466
1881000	87075	35476
1882000	87098	35482
1883000	87131	35497
1884000	87151	35503
1885000	87184	35521
1886000	87207	35535
1887000	87222	35540
1888000	87255	35555
1889000	87277	35566
1890000	87302	35582
1891000	87330	35587
1892000	87354	35595
1893000	87373	35601
1894000	87396	35610
1895000	87413	35616
1896000	87446	35627
1897000	87471	35639
1898000	87482	35642
1899000	87515	35662
1900000	87546	35681
1901000	87580	35700
1902000	87606	35714
1903000	87624	35720
1904000	87651	35738
1905000	87670	35746
1906000	87693	35754
1907000	87717	35761
1908000	87725	35761
1909000	87746	35765
1910000	87780	35782
1911000	87822	35816
1912000	87840	35823
1913000	87888	35854
1914000	87907	35854
1915000	87929	35863
1916000	87949	35873
1917000	87965	35880
1918000	87995	35898
1919000	88012	35901
1920000	88038	35909
1921000	88053	35907
1922000	88066	35912
1923000	88086	35919
1924000	88115	35932
1925000	88144	35944
1926000	88166	35951
1927000	88190	35960
1928000	88219	35960
1929000	88235	35964
1930000	88258	35975
1931000	88278	35982
1932000	88295	35985
1933000	88326	35987
1934000	88343	35995
1935000	88371	36010
1936000	88391	36011
1937000	88407	36017
1938000	88419	36019
1939000	88446	36026
1940000	88458	36032
1941000	88485	36044
1942000	88513	36063
1943000	88526	36067
1944000	88554	36082
1945000	88569	36086
1946000	88591	36097
1947000	88607	36100
1948000	88630	36102
1949000	88653	36110
1950000	88670	36116
1951000	88693	36129
1952000	88725	36141
1953000	88739	36146
1954000	88761	36157
1955000	88781	36170
1956000	88809	36186
1957000	88847	36201
1958000	88863	36209
1959000	88877	36218
1960000	88891	36221
1961000	88908	36219
1962000	88928	36228
1963000	88952	36238
1964000	88977	36250
1965000	88991	36248
1966000	89005	36255
1967000	89022	36259
1968000	89031	36260
1969000	89053	36263
1970000	89072	36266
1971000	89106	36283
1972000	89128	36290
1973000	89141	36292
1974000	89175	36311
1975000	89198	36326
1976000	89236	36343
1977000	89253	36349
1978000	89259	36344
1979000	89278	36353
1980000	89298	36356
1981000	89316	36358
1982000	89330	36362
1983000	89351	36367
1984000	89371	36379
1985000	89389	36380
1986000	89400	36385
1987000	89423	36394
1988000	89442	36406
1989000	89460	36408
1990000	89471	36407
1991000	89492	36418
1992000	89506	36422
1993000	89530	36431
1994000	89554	36446
1995000	89578	36458
1996000	89603	36468
1997000	89618	36466
1998000	89640	36477
1999000	89656	36486
2000000	89665	36489
2001000	89694	36498
2002000	89712	36501
2003000	89748	36519
2004000	89768	36521
2005000	89788	36527
2006000	89805	36537
2007000	89833	36548
2008000	89848	36552
2009000	89873	36569
2010000	89893	36579
2011000	89909	36587
2012000	89924	36591
2013000	89947	36598
2014000	89955	36601
2015000	89966	36599
2016000	89977	36607
2017000	90001	36624
2018000	90023	36627
2019000	90074	36655
2020000	90112	36665
2021000	90119	36669
2022000	90135	36679
2023000	90154	36688
2024000	90176	36700
2025000	90185	36706
2026000	90185	36705
2027000	90212	36722
2028000	90251	36738
2029000	90306	36770
2030000	90343	36788
2031000	90374	36800
2032000	90411	36818
2033000	90435	36830
2034000	90449	36826
2035000	90492	36847
2036000	90534	36873
2037000	90569	36884
2038000	90628	36913
2039000	90666	36933
2040000	90674	36934
2041000	90688	36943
2042000	90718	36956
2043000	90729	36948
2044000	90743	36953
2045000	90763	36963
2046000	90794	36968
2047000	90836	36980
2048000	90860	36997
2049000	90879	37007
2050000	90902	37014
2051000	90920	37013
2052000	90935	37018
2053000	90951	37027
2054000	90961	37028
2055000	90994	37050
2056000	91014	37061
2057000	91042	37069
2058000	91063	37079
2059000	91076	37067
2060000	91091	37069
2061000	91106	37072
2062000	91129	37084
2063000	91146	37089
2064000	91152	37082
2065000	91162	37076
2066000	91184	37085
2067000	91194	37088
2068000	91207	37090
2069000	91241	37107
2070000	91283	37127
2071000	91323	37148
2072000	91335	37151
2073000	91353	37161
2074000	91368	37164
2075000	91382	37163
2076000	91409	37160
2077000	91438	37179
2078000	91447	37177
2079000	91481	37196
2080000	91504	37202
2081000	91524	37206
2082000	91542	37211
2083000	91565	37224
2084000	91586	37234
2085000	91634	37250
2086000	91701	37290
2087000	91738	37297
2088000	91754	37298
2089000	91770	37301
2090000	91807	37323
2091000	91863	37350
2092000	91879	37348
2093000	91904	37359
2094000	91927	37366
2095000	91943	37369
2096000	91963	37383
2097000	92004	37405
2098000	92027	37417
2099000	92054	37432
2100000	92064	37428
2101000	92071	37415
2102000	92083	37418
2103000	92095	37421
2104000	92110	37428
2105000	92139	37441
2106000	92151	37442
2107000	92181	37454
2108000	92210	37469
2109000	92232	37477
2110000	92247	37480
2111000	92260	37486
2112000	92276	37492
2113000	92289	37494
2114000	92349	37518
2115000	92405	37539
2116000	92454	37557
2117000	92493	37563
2118000	92529	37579
2119000	92547	37585
2120000	92570	37597
2121000	92589	37600
2122000	92639	37635
2123000	92680	37651
2124000	92705	37661
2125000	92721	37671
2126000	92737	37672
2127000	92781	37698
2128000	92801	37710
2129000	92813	37708
2130000	92833	37719
2131000	92861	37732
2132000	92904	37754
2133000	92936	37772
2134000	92957	37780
2135000	92976	37790
2136000	93011	37807
2137000	93033	37811
2138000	93071	37830
2139000	93108	37839
2140000	93136	37842
2141000	93142	37846
2142000	93143	37844
2143000	93145	37832
2144000	93148	37830
2145000	93156	37829
2146000	93189	37852
2147000	93213	37863
2148000	93236	37870
2149000	93251	37877
2150000	93276	37886
2151000	93299	37902
2152000	93306	37902
2153000	93320	37908
2154000	93336	37910
2155000	93352	37916
2156000	93368	37917
2157000	93384	37921
2158000	93395	37923
2159000	93413	37925
2160000	93461	37944
2161000	93485	37960
2162000	93531	37988
2163000	93544	37984
2164000	93568	37988
2165000	93597	37994
2166000	93624	38005
2167000	93645	38010
2168000	93669	38017
2169000	93685	38023
2170000	93693	38021
2171000	93703	38016
2172000	93705	38007
2173000	93780	38053
2174000	93868	38094
2175000	93889	38098
2176000	93910	38106
2177000	93927	38108
2178000	93958	38123
2179000	93973	38125
2180000	93991	38136
2181000	94001	38137
2182000	94028	38156
2183000	94047	38163
2184000	94060	38168
2185000	94079	38172
2186000	94096	38181
2187000	94115	38185
2188000	94122	38180
2189000	94167	38203
2190000	94181	38205
2191000	94193	38206
2192000	94213	38213
2193000	94244	38238
2194000	94265	38249
2195000	94278	38257
2196000	94297	38269
2197000	94308	38270
2198000	94322	38277
2199000	94343	38289
2200000	94386	38308
2201000	94435	38328
2202000	94466	38345
2203000	94476	38343
2204000	94496	38346
2205000	94508	38347
2206000	94533	38356
2207000	94584	38386
2208000	94628	38409
2209000	94666	38426
2210000	94695	38441
2211000	94713	38448
2212000	94716	38449
2213000	94743	38456
2214000	94773	38468
2215000	94810	38486
2216000	94843	38501
2217000	94864	38511
2218000	94894	38525
2219000	94908	38518
2220000	94932	38529
2221000	94947	38535
2222000	94955	38532
2223000	94962	38531
2224000	94974	38533
2225000	95015	38544
2226000	95035	38550
2227000	95062	38561
2228000	95075	38562
2229000	95089	38557
2230000	95102	38551
2231000	95131	38567
2232000	95154	38571
2233000	95190	38590
2234000	95213	38596
2235000	95234	38600
2236000	95247	38602
2237000	95277	38619
2238000	95324	38643
2239000	95360	38662
2240000	95401	38677
2241000	95432	38686
2242000	95454	38696
2243000	95475	38704
2244000	95493	38713
2245000	95542	38740
2246000	95604	38768
2247000	95639	38791
2248000	95648	38781
2249000	95665	38792
2250000	95678	38796
2251000	95698	38801
2252000	95747	38823
2253000	95765	38822
2254000	95792	38833
2255000	95804	38838
2256000	95815	38838
2257000	95851	38850
2258000	95879	38862
2259000	95898	38878
2260000	95924	38883
2261000	95942	38886
2262000	95950	38886
2263000	95963	38891
2264000	95976	38893
2265000	95985	38891
2266000	95992	38896
2267000	96000	38902
2268000	96008	38900
2269000	96019	38902
2270000	96027	38908
2271000	96032	38902
2272000	96054	38915
2273000	96081	38920
2274000	96106	38930
2275000	96163	38960
2276000	96204	38971
2277000	96247	38991
2278000	96277	39003
2279000	96333	39035
2280000	96365	39046
2281000	96387	39056
2282000	96401	39058
2283000	96415	39060
2284000	96441	39078
2285000	96463	39083
2286000	96486	39090
2287000	96509	39093
2288000	96533	39100
2289000	96544	39095
2290000	96563	39096
2291000	96576	39097
2292000	96613	39108
2293000	96643	39119
2294000	96664	39135
2295000	96667	39134
2296000	96672	39134
2297000	96697	39145
2298000	96717	39154
2299000	96747	39169
2300000	96791	39196
2301000	96819	39211
2302000	96839	39217
2303000	96859	39215
2304000	96884	39224
2305000	96907	39229
2306000	96927	39238
2307000	96978	39266
2308000	97016	39280
2309000	97057	39294
2310000	97082	39301
2311000	97122	39305
2312000	97160	39323
2313000	97181	39329
2314000	97199	39333
2315000	97213	39339
2316000	97237	39344
2317000	97250	39341
2318000	97274	39353
2319000	97294	39358
2320000	97317	39364
2321000	97335	39364
2322000	97346	39365
2323000	97356	39370
2324000	97408	39389
2325000	97445	39398
2326000	97489	39409
2327000	97522	39419
2328000	97549	39432
2329000	97565	39439
2330000	97575	39431
2331000	97604	39442
2332000	97643	39459
2333000	97658	39464
2334000	97671	39462
2335000	97702	39485
2336000	97731	39493
2337000	97756	39503
2338000	97774	39506
2339000	97792	39514
2340000	97811	39523
2341000	97836	39522
2342000	97859	39534
2343000	97874	39545
2344000	97879	39546
2345000	97923	39576
2346000	97935	39577
2347000	97938	39578
2348000	97939	39572
2349000	97942	39569
2350000	97943	39567
2351000	97956	39568
2352000	97974	39572
2353000	97994	39582
2354000	98014	39586
2355000	98042	39603
2356000	98067	39611
2357000	98097	39629
2358000	98124	39645
2359000	98160	39657
2360000	98178	39668
2361000	98192	39671
2362000	98219	39685
2363000	98253	39708
2364000	98270	39720
2365000	98288	39725
2366000	98347	39756
2367000	98373	39769
2368000	98393	39772
2369000	98439	39795
2370000	98474	39817
2371000	98487	39816
2372000	98507	39832
2373000	98531	39829
2374000	98550	39841
2375000	98586	39855
2376000	98611	39870
2377000	98630	39873
2378000	98656	39884
2379000	98681	39896
2380000	98709	39907
2381000	98778	39940
2382000	98834	39968
2383000	98882	39993
2384000	98915	40005
2385000	98950	40021
2386000	98971	40027
2387000	98991	40037
2388000	99025	40050
2389000	99051	40061
2390000	99094	40078
2391000	99130	40092
2392000	99189	40132
2393000	99218	40148
2394000	99249	40152
2395000	99276	40160
2396000	99306	40174
2397000	99343	40195
2398000	99363	40200
2399000	99380	40202
2400000	99408	40213
2401000	99450	40234
2402000	99490	40255
2403000	99521	40269
2404000	99558	40278
2405000	99603	40300
2406000	99626	40312
2407000	99637	40321
2408000	99696	40351
2409000	99734	40361
2410000	99769	40377
2411000	99801	40394
2412000	99813	40396
2413000	99839	40406
2414000	99886	40427
2415000	99906	40427
2416000	99938	40436
2417000	99982	40457
2418000	100013	40476
2419000	100036	40486
2420000	100054	40492
2421000	100097	40521
2422000	100131	40541
2423000	100150	40548
2424000	100203	40586
2425000	100284	40639
2426000	100338	40659
2427000	100379	40678
2428000	100404	40687
2429000	100420	40693
2430000	100449	40706
2431000	100465	40715
2432000	100482	40726
2433000	100499	40734
2434000	100525	40745
2435000	100552	40753
2436000	100579	40756
2437000	100620	40770
2438000	100658	40782
2439000	100676	40773
2440000	100698	40786
2441000	100716	40793
2442000	100738	40804
2443000	100759	40814
2444000	100774	40815
2445000	100787	40817
2446000	100793	40813
2447000	100822	40821
2448000	100869	40842
2449000	100900	40848
2450000	100925	40860
2451000	100958	40878
2452000	100993	40882
2453000	101015	40892
2454000	101034	40897
2455000	101069	40913
2456000	101112	40941
2457000	101158	40965
2458000	101191	40976
2459000	101225	40987
2460000	101264	40992
2461000	101287	40988
2462000	101304	40987
2463000	101323	40982
2464000	101351	40994
2465000	101385	41013
2466000	101405	41023
2467000	101433	41038
2468000	101450	41039
2469000	101466	41042
2470000	101499	41058
2471000	101512	41060
2472000	101539	41067
2473000	101555	41079
2474000	101567	41085
2475000	101583	41091
2476000	101596	41085
2477000	101611	41093
2478000	101623	41091
2479000	101640	41101
2480000	101677	41117
2481000	101714	41129
2482000	101738	41144
2483000	101757	41151
2484000	101782	41164
2485000	101806	41173
2486000	101817	41179
2487000	101823	41176
2488000	101830	41173
2489000	101846	41179
2490000	101861	41190
2491000	101868	41188
2492000	101883	41194
2493000	101902	41196
2494000	101932	41212
2495000	101959	41224
2496000	101998	41250
2497000	102017	41254
2498000	102041	41263
2499000	102078	41281
2500000	102104	41289
2501000	102129	41299
2502000	102166	41316
2503000	102176	41322
2504000	102200	41333
2505000	102221	41345
2506000	102245	41361
2507000	102260	41357
2508000	102292	41375
2509000	102309	41378
2510000	102319	41376
2511000	102329	41373
2512000	102339	41377
2513000	102358	41385
2514000	102369	41390
2515000	102381	41397
2516000	102391	41396
2517000	102424	41407
2518000	102486	41436
2519000	102511	41439
2520000	102557	41459
2521000	102585	41471
2522000	102610	41487
2523000	102630	41493
2524000	102673	41518
2525000	102725	41552
2526000	102763	41573
2527000	102783	41585
2528000	102808	41587
2529000	102815	41588
2530000	102825	41590
2531000	102841	41594
2532000	102848	41593
2533000	102880	41604
2534000	102896	41607
2535000	102908	41613
2536000	102912	41613
2537000	102920	41609
2538000	102932	41615
2539000	102955	41618
2540000	102972	41620
2541000	102999	41636
2542000	103023	41646
2543000	103045	41660
2544000	103056	41664
2545000	103065	41668
2546000	103085	41674
2547000	103100	41675
2548000	103150	41695
2549000	103175	41708
2550000	103188	41717
2551000	103221	41736
2552000	103238	41744
2553000	103260	41754
2554000	103273	41759
2555000	103284	41763
2556000	103293	41768
2557000	103298	41770
2558000	103322	41781
2559000	103333	41779
2560000	103338	41776
2561000	103356	41785
2562000	103370	41792
2563000	103384	41800
2564000	103396	41807
2565000	103404	41807
2566000	103417	41812
2567000	103423	41809
2568000	103436	41819
2569000	103449	41823
2570000	103467	41827
2571000	103488	41841
2572000	103499	41843
2573000	103515	41848
2574000	103524	41846
2575000	103529	41845
2576000	103535	41847
2577000	103553	41854
2578000	103566	41858
2579000	103570	41855
2580000	103601	41865
2581000	103640	41890
2582000	103672	41895
2583000	103680	41900
2584000	103707	41909
2585000	103716	41909
2586000	103747	41923
2587000	103774	41934
2588000	103808	41943
2589000	103837	41953
2590000	103857	41958
2591000	103865	41960
2592000	103890	41973
2593000	103906	41980
2594000	103940	41995
2595000	103962	42000
2596000	103998	42019
2597000	104015	42024
2598000	104034	42027
2599000	104054	42038
2600000	104072	42041
2601000	104095	42058
2602000	104110	42062
2603000	104114	42063
2604000	104117	42065
2605000	104120	42066
2606000	104126	42065
2607000	104131	42064
2608000	104137	42064
2609000	104167	42086
2610000	104181	42093
2611000	104188	42096
2612000	104194	42100
2613000	104204	42106
2614000	104209	42106
2615000	104211	42102
2616000	104213	42100
2617000	104225	42100
2618000	104236	42096
2619000	104250	42102
2620000	104251	42100
2621000	104255	42102
2622000	104259	42104
2623000	104280	42105
2624000	104290	42108
2625000	104299	42116
2626000	104300	42114
2627000	104301	42115
2628000	104302	42114
2629000	104304	42113
2630000	104307	42114
2631000	104309	42110
2632000	104309	42109
2633000	104310	42089
2634000	104313	42082
2635000	104314	42079
2636000	104314	42074
2637000	104316	42066
2638000	104317	42064
2639000	104317	42060
2640000	104320	42059
2641000	104338	42074
2642000	104377	42099
2643000	104390	42106
2644000	104391	42107
2645000	104398	42109
2646000	104415	42115
2647000	104434	42123
2648000	104436	42117
2649000	104445	42119
2650000	104455	42123
2651000	104468	42130
2652000	104491	42145
2653000	104492	42142
2654000	104497	42145
2655000	104519	42156
2656000	104561	42179
2657000	104607	42199
2658000	104638	42214
2659000	104672	42234
2660000	104705	42252
2661000	104738	42271
2662000	104752	42276
2663000	104755	42274
2664000	104802	42312
2665000	104852	42332
2666000	104884	42352
2667000	104894	42356
2668000	104949	42400
2669000	105007	42435
2670000	105023	42441
2671000	105057	42469
2672000	105075	42471
2673000	105099	42481
2674000	105130	42504
2675000	105168	42522
2676000	105195	42538
2677000	105230	42554
2678000	105284	42598
2679000	105306	42614
2680000	105327	42626
2681000	105352	42633
2682000	105393	42650
2683000	105438	42674
2684000	105482	42689
2685000	105520	42703
2686000	105546	42713
2687000	105574	42723
2688000	105607	42738
2689000	105636	42750
2690000	105663	42763
2691000	105707	42786
2692000	105748	42798
2693000	105800	42830
2694000	105871	42877
2695000	105886	42884
2696000	105907	42891
2697000	105931	42901
2698000	105949	42904
2699000	105975	42909
2700000	106020	42934
2701000	106081	42972
2702000	106154	43022
2703000	106230	43074
2704000	106276	43098
2705000	106304	43108
2706000	106349	43125
2707000	106393	43144
2708000	106434	43168
2709000	106491	43197
2710000	106547	43220
2711000	106591	43247
2712000	106617	43259
2713000	106661	43287
2714000	106714	43313
2715000	106747	43328
2716000	106757	43330
2717000	106787	43341
2718000	106806	43348
2719000	106848	43373
2720000	106890	43394
2721000	106924	43406
2722000	106948	43414
2723000	106987	43434
2724000	107027	43457
2725000	107070	43479
2726000	107126	43513
2727000	107197	43560
2728000	107223	43572
2729000	107312	43629
2730000	107388	43681
2731000	107418	43693
2732000	107455	43709
2733000	107483	43721
2734000	107512	43729
2735000	107552	43749
2736000	107581	43763
2737000	107622	43782
2738000	107650	43788
2739000	107668	43795
2740000	107686	43805
2741000	107713	43816
2742000	107752	43835
2743000	107774	43844
2744000	107807	43859
2745000	107855	43887
2746000	107862	43890
2747000	107904	43915
2748000	107954	43938
2749000	108001	43959
2750000	108018	43964
2751000	108029	43969
2752000	108043	43969
2753000	108065	43981
2754000	108092	43993
2755000	108118	44010
2756000	108156	44036
2757000	108188	44049
2758000	108230	44067
2759000	108264	44083
2760000	108315	44111
2761000	108347	44121
2762000	108372	44131
2763000	108429	44166
2764000	108473	44187
2765000	108521	44208
2766000	108569	44238
2767000	108601	44253
2768000	108629	44262
2769000	108653	44272
2770000	108680	44282
2771000	108717	44297
2772000	108759	44314
2773000	108794	44331
2774000	108815	44341
2775000	108839	44349
2776000	108856	44357
2777000	108873	44359
2778000	108899	44369
2779000	108932	44379
2780000	108964	44391
2781000	108998	44413
2782000	109039	44430
2783000	109070	44450
2784000	109095	44457
2785000	109129	44477
2786000	109172	44505
2787000	109196	44514
2788000	109224	44513
2789000	109254	44536
2790000	109291	44544
2791000	109310	44543
2792000	109311	44525
2793000	109311	44508
2794000	109316	44491
2795000	109316	44480
2796000	109318	44451
2797000	109319	44426
2798000	109320	44406
2799000	109325	44400
2800000	109325	44387
2801000	109326	44375
2802000	109329	44345
2803000	109329	44332
2804000	109332	44320
2805000	109333	44293
2806000	109338	44280
2807000	109340	44264
2808000	109344	44236
2809000	109347	44210
2810000	109348	44181
2811000	109349	44168
2812000	109351	44164
2813000	109355	44156
2814000	109355	44140
2815000	109359	44131
2816000	109359	44109
2817000	109360	44081
2818000	109371	44065
2819000	109405	44089
2820000	109443	44115
2821000	109457	44122
2822000	109489	44142
2823000	109520	44161
2824000	109555	44178
2825000	109581	44190
2826000	109614	44214
2827000	109644	44235
2828000	109668	44246
2829000	109697	44261
2830000	109731	44282
2831000	109761	44300
2832000	109775	44305
2833000	109792	44310
2834000	109804	44309
2835000	109823	44318
2836000	109856	44338
2837000	109882	44341
2838000	109917	44363
2839000	109942	44374
2840000	109955	44376
2841000	109972	44383
2842000	110006	44408
2843000	110035	44423
2844000	110045	44425
2845000	110070	44439
2846000	110082	44444
2847000	110107	44453
2848000	110151	44482
2849000	110182	44500
2850000	110210	44517
2851000	110235	44520
2852000	110267	44545
2853000	110292	44560
2854000	110318	44571
2855000	110337	44581
2856000	110349	44583
2857000	110366	44591
2858000	110386	44593
2859000	110413	44613
2860000	110448	44632
2861000	110478	44650
2862000	110505	44664
2863000	110525	44673
2864000	110559	44689
2865000	110605	44725
2866000	110621	44721
2867000	110642	44730
2868000	110676	44753
2869000	110703	44765
2870000	110717	44771
2871000	110736	44769
2872000	110752	44778
2873000	110776	44787
2874000	110808	44811
2875000	110830	44822
2876000	110837	44818
2877000	110856	44823
2878000	110883	44838
2879000	110942	44867
2880000	111000	44903
2881000	111039	44921
2882000	111063	44919
2883000	111093	44932
2884000	111137	44953
2885000	111176	44972
2886000	111222	44998
2887000	111250	45006
2888000	111278	45014
2889000	111302	45032
